id,first,last,num,total_cnt,promotion_cnt,coupon_cnt
"125038","2017-01-20","2017-06-04","15","15","3","4"
"125107","2017-03-08","2017-06-02","10","10","5","4"
"125146","2017-01-20","2017-05-27","10","10","3",NULL
"125198","2017-05-24","2017-05-24","1","1",NULL,NULL
"125257","2017-03-15","2017-05-23","4","4",NULL,NULL
"125336","2017-03-15","2017-06-01","15","15","6","5"
"125367","2017-01-21","2017-06-02","37","37","7","2"
"125376","2017-01-21","2017-05-28","3","3","1",NULL
"125396","2017-02-09","2017-05-28","11","11","3","4"
"125462","2017-05-15","2017-05-25","2","2","1",NULL
"125512","2017-04-04","2017-06-01","2","3",NULL,NULL
"125735","2017-02-10","2017-05-29","16","17","2","5"
"125779","2017-05-23","2017-05-23","1","1",NULL,NULL
"125808","2017-05-25","2017-05-25","1","1","1",NULL
"125888","2017-05-30","2017-06-04","2","2",NULL,NULL
"125902","2017-03-12","2017-06-02","2","2",NULL,NULL
"126004","2017-02-08","2017-06-06","34","36","11","8"
"126215","2017-04-21","2017-05-24","4","4","1",NULL
"126390","2017-06-01","2017-06-08","5","5","2",NULL
"126449","2017-02-12","2017-05-27","18","18",NULL,"3"
"126493","2017-04-12","2017-06-06","6","6","2","2"
"126521","2017-02-07","2017-06-04","2","2",NULL,"1"
"126522","2017-02-07","2017-06-05","15","15",NULL,NULL
"126630","2017-03-09","2017-06-04","2","2",NULL,"1"
"126683","2017-02-19","2017-05-28","4","4","1","2"
"126696","2017-02-28","2017-05-31","25","25","8","5"
"126702","2017-03-17","2017-06-05","5","5",NULL,NULL
"126736","2017-02-08","2017-06-07","21","23","4","12"
"126951","2017-02-26","2017-05-30","5","5","1","1"
"127101","2017-03-17","2017-05-25","45","45","6","7"
"127132","2017-02-08","2017-06-01","12","12","3","2"
"127145","2017-05-26","2017-05-26","1","1",NULL,NULL
"127153","2017-06-02","2017-06-02","1","1",NULL,NULL
"127158","2017-02-22","2017-05-26","8","8","6",NULL
"127266","2017-02-09","2017-05-30","19","19","1",NULL
"127288","2017-06-04","2017-06-04","1","1",NULL,NULL
"127320","2017-02-09","2017-06-01","17","17","2","5"
"127380","2017-03-15","2017-06-05","2","2",NULL,NULL
"127397","2017-05-27","2017-05-27","1","1","1",NULL
"127500","2017-04-21","2017-05-28","3","3",NULL,"2"
"127552","2017-02-22","2017-05-24","13","13","3","2"
"127560","2017-03-23","2017-05-23","3","3","1",NULL
"127609","2017-02-26","2017-05-25","6","6","2","1"
"127635","2017-02-10","2017-05-25","3","3","1",NULL
"127664","2017-03-17","2017-06-02","2","2",NULL,"1"
"127744","2017-02-10","2017-05-25","6","6","1","2"
"127753","2017-02-10","2017-05-28","18","19","1","2"
"127867","2017-03-20","2017-05-23","5","5",NULL,"2"
"127896","2017-03-10","2017-05-24","3","3",NULL,"1"
"128003","2017-03-26","2017-05-27","4","4","3","1"
"128081","2017-05-27","2017-05-27","1","1",NULL,"1"
"128113","2017-02-13","2017-05-25","5","5","3",NULL
"128123","2017-02-14","2017-06-08","14","14",NULL,"2"
"128135","2017-02-12","2017-05-26","13","14","2",NULL
"128138","2017-05-15","2017-06-04","3","3","1",NULL
"128142","2017-02-14","2017-06-08","3","3",NULL,NULL
"128183","2017-02-20","2017-06-07","9","9","1",NULL
"128344","2017-03-07","2017-05-24","7","7",NULL,"1"
"128435","2017-03-27","2017-05-28","8","8","2","3"
"128462","2017-02-15","2017-06-04","5","5","1","2"
"128509","2017-05-28","2017-05-29","4","5",NULL,"1"
"128619","2017-05-10","2017-06-04","2","2",NULL,NULL
"128624","2017-03-24","2017-06-02","13","13","1","1"
"128659","2017-05-06","2017-05-26","2","2",NULL,NULL
"128874","2017-02-14","2017-06-03","2","2","1",NULL
"128881","2017-03-17","2017-05-31","2","2",NULL,NULL
"128890","2017-05-09","2017-06-01","3","3",NULL,"2"
"128900","2017-02-16","2017-06-04","13","13","2","9"
"128927","2017-02-20","2017-05-25","10","10","3","3"
"129001","2017-02-15","2017-06-07","14","17","2","1"
"129037","2017-02-14","2017-05-24","18","18",NULL,"3"
"129152","2017-05-29","2017-05-29","1","1",NULL,NULL
"129191","2017-02-15","2017-05-28","10","11","2","4"
"129302","2017-02-15","2017-05-25","8","8","3","4"
"129337","2017-05-22","2017-05-26","3","3","1","1"
"129348","2017-03-10","2017-06-04","48","49","12","16"
"129403","2017-05-26","2017-05-30","2","2",NULL,"2"
"129511","2017-02-19","2017-06-03","7","7","1","2"
"129610","2017-04-29","2017-05-26","3","3","1",NULL
"129706","2017-02-27","2017-05-25","4","4","1","1"
"129711","2017-02-21","2017-06-03","3","3",NULL,"1"
"129712","2017-05-25","2017-05-25","1","1","1",NULL
"129745","2017-02-22","2017-06-04","15","15",NULL,"9"
"129750","2017-02-23","2017-05-26","6","6","1","1"
"129751","2017-02-20","2017-06-07","67","72","16","41"
"129781","2017-02-16","2017-05-26","8","8","3","2"
"129796","2017-03-03","2017-06-07","5","5",NULL,NULL
"129953","2017-02-24","2017-05-27","16","16","3","2"
"130041","2017-02-16","2017-06-06","23","23","7","12"
"130244","2017-03-06","2017-05-23","8","8",NULL,"1"
"130355","2017-05-26","2017-05-26","1","1","1",NULL
"130363","2017-02-17","2017-05-27","9","9","1","1"
"130412","2017-02-17","2017-05-31","3","3","1","1"
"130438","2017-02-17","2017-05-27","7","7","1",NULL
"130468","2017-05-03","2017-05-24","3","3",NULL,NULL
"130500","2017-03-12","2017-06-02","10","10","1",NULL
"130507","2017-04-10","2017-05-28","4","4","3","1"
"130574","2017-04-10","2017-05-27","10","10","2","8"
"130638","2017-02-28","2017-05-27","22","22","5","7"
"130660","2017-05-23","2017-05-27","2","2",NULL,"1"
"130695","2017-04-19","2017-06-07","7","7",NULL,NULL
"130819","2017-02-20","2017-06-08","12","12","3","2"
"130918","2017-02-20","2017-05-27","10","10","2","5"
"130931","2017-03-03","2017-05-25","6","6","3","3"
"130932","2017-03-14","2017-06-01","5","5","1","1"
"130995","2017-06-04","2017-06-04","1","1",NULL,NULL
"131031","2017-02-19","2017-05-26","2","2","1","1"
"131069","2017-02-19","2017-05-27","3","3","1","1"
"131218","2017-04-19","2017-05-25","3","3","2",NULL
"131230","2017-03-16","2017-05-28","9","9","1",NULL
"131276","2017-03-22","2017-06-01","6","6","6",NULL
"131301","2017-02-20","2017-05-28","21","21","5","5"
"131316","2017-02-20","2017-05-27","6","6","1","3"
"131394","2017-05-27","2017-05-27","1","1","1",NULL
"131486","2017-02-22","2017-06-08","6","6","1",NULL
"131490","2017-03-02","2017-06-07","9","9",NULL,"1"
"131504","2017-03-06","2017-05-28","6","6","2","1"
"131540","2017-02-20","2017-05-25","8","8","3","4"
"131582","2017-02-20","2017-05-28","8","8","2","4"
"131652","2017-02-20","2017-05-28","24","24","4","5"
"131685","2017-02-25","2017-06-04","24","24","2","1"
"131700","2017-03-18","2017-06-07","2","2",NULL,"2"
"131708","2017-02-21","2017-06-01","10","10","4","1"
"131785","2017-03-02","2017-06-08","15","15","1","1"
"131841","2017-02-21","2017-06-06","2","3",NULL,NULL
"131873","2017-05-09","2017-06-01","3","3",NULL,NULL
"131892","2017-02-20","2017-05-27","7","8","1","1"
"131912","2017-02-20","2017-06-07","8","8",NULL,"2"
"131922","2017-02-20","2017-05-27","6","6","1",NULL
"132025","2017-02-27","2017-06-01","6","6","3",NULL
"132067","2017-02-28","2017-05-24","14","14",NULL,NULL
"132108","2017-02-21","2017-05-27","4","4","1","1"
"132116","2017-02-21","2017-05-27","8","8","1",NULL
"132367","2017-02-21","2017-05-27","6","6",NULL,"4"
"132417","2017-02-22","2017-05-25","6","6","1","2"
"132525","2017-02-21","2017-05-28","7","7","3","1"
"132646","2017-02-21","2017-06-03","15","16","2","8"
"132788","2017-04-04","2017-05-26","7","7","2","1"
"132990","2017-06-05","2017-06-05","1","1",NULL,NULL
"133000","2017-04-21","2017-05-29","5","5",NULL,NULL
"133038","2017-03-13","2017-05-27","24","24","5","17"
"133080","2017-04-29","2017-05-27","12","14","1","3"
"133116","2017-02-22","2017-06-05","3","3","1","2"
"133153","2017-03-26","2017-06-01","6","6",NULL,"1"
"133157","2017-05-31","2017-05-31","1","1",NULL,NULL
"133200","2017-04-20","2017-06-01","2","2",NULL,"1"
"133248","2017-05-26","2017-05-26","1","1","1",NULL
"133284","2017-02-22","2017-05-24","7","7","1",NULL
"133296","2017-02-22","2017-06-06","9","9","4",NULL
"133368","2017-03-02","2017-06-05","16","16","3","8"
"133449","2017-03-10","2017-05-29","5","5","1",NULL
"133516","2017-03-16","2017-05-26","9","9","5","1"
"133524","2017-05-18","2017-05-24","5","5","1","1"
"133575","2017-03-21","2017-06-03","15","15","3","7"
"133577","2017-02-22","2017-05-23","23","23","5","6"
"133615","2017-05-29","2017-05-29","1","1",NULL,NULL
"133719","2017-06-05","2017-06-05","1","1",NULL,NULL
"133733","2017-03-18","2017-05-25","4","4","2","2"
"133773","2017-02-22","2017-05-26","5","5","2",NULL
"133776","2017-02-22","2017-05-27","16","16","1","13"
"133780","2017-03-21","2017-05-26","3","3",NULL,NULL
"133863","2017-02-23","2017-06-08","37","37","4","2"
"133870","2017-02-22","2017-05-27","23","23","4",NULL
"133889","2017-02-24","2017-06-05","7","7",NULL,"2"
"133891","2017-04-16","2017-05-27","4","4",NULL,"3"
"133924","2017-02-27","2017-05-28","4","4","1","1"
"133973","2017-05-28","2017-05-28","1","1","1",NULL
"134023","2017-04-28","2017-06-04","2","2",NULL,NULL
"134085","2017-02-23","2017-06-05","4","4",NULL,"1"
"134109","2017-05-20","2017-05-26","3","3",NULL,"2"
"134136","2017-03-03","2017-06-08","12","12","3",NULL
"134146","2017-02-23","2017-06-04","27","30","2","8"
"134165","2017-03-12","2017-05-26","17","17","1","2"
"134218","2017-02-23","2017-06-01","16","16","2","4"
"134323","2017-03-19","2017-05-28","9","9","2",NULL
"134347","2017-03-17","2017-06-08","6","6","2","3"
"134382","2017-02-27","2017-05-31","5","5",NULL,"1"
"134401","2017-02-23","2017-05-26","40","40","12","17"
"134403","2017-03-09","2017-06-01","3","3","2",NULL
"134452","2017-02-23","2017-06-01","10","10","4",NULL
"134465","2017-03-17","2017-05-25","9","9","2","2"
"134499","2017-02-23","2017-06-04","3","3",NULL,NULL
"134500","2017-03-25","2017-05-27","11","11","1","5"
"134505","2017-05-31","2017-05-31","1","1","1",NULL
"134521","2017-02-23","2017-05-27","9","9","4","1"
"134534","2017-05-26","2017-05-26","1","1",NULL,"1"
"134588","2017-03-02","2017-05-29","4","4","2",NULL
"134598","2017-03-07","2017-06-06","7","7","1","2"
"134628","2017-03-12","2017-06-05","5","5",NULL,"1"
"134817","2017-06-04","2017-06-04","1","1",NULL,"1"
"134836","2017-02-27","2017-05-27","10","10","3","6"
"134867","2017-06-03","2017-06-03","1","1",NULL,"1"
"134873","2017-05-07","2017-05-27","2","2","1",NULL
"134874","2017-03-01","2017-05-28","12","12","2","3"
"134982","2017-03-10","2017-05-31","3","3",NULL,NULL
"135049","2017-03-07","2017-05-27","16","16","2","6"
"135076","2017-03-22","2017-05-31","6","6",NULL,NULL
"135094","2017-06-01","2017-06-01","1","1",NULL,"1"
"135143","2017-03-24","2017-05-24","12","12","5",NULL
"135179","2017-05-23","2017-05-23","1","1",NULL,NULL
"135244","2017-06-08","2017-06-08","1","1","1",NULL
"135285","2017-03-22","2017-06-03","6","6","3",NULL
"135292","2017-04-08","2017-05-27","8","8","1","1"
"135325","2017-05-17","2017-05-27","2","2","1","1"
"135387","2017-04-14","2017-06-06","3","3",NULL,NULL
"135417","2017-03-11","2017-06-03","3","3",NULL,NULL
"135419","2017-02-26","2017-05-23","7","7","2","3"
"135430","2017-02-26","2017-06-06","26","26","6","5"
"135469","2017-06-05","2017-06-05","1","1",NULL,NULL
"135490","2017-03-17","2017-06-03","3","3",NULL,NULL
"135494","2017-02-28","2017-06-08","5","5",NULL,NULL
"135587","2017-04-10","2017-06-02","14","14","1","1"
"135628","2017-02-26","2017-05-31","4","4",NULL,"2"
"135636","2017-02-27","2017-05-27","5","5","1","1"
"135661","2017-02-25","2017-05-31","7","7","4","1"
"135674","2017-03-19","2017-06-01","3","3",NULL,NULL
"135945","2017-02-24","2017-05-28","31","31","1",NULL
"136037","2017-05-27","2017-05-27","1","1","1",NULL
"136187","2017-02-25","2017-05-27","5","5","1",NULL
"136215","2017-05-29","2017-05-29","1","1",NULL,"1"
"136246","2017-03-15","2017-06-02","37","40","5","2"
"136299","2017-05-25","2017-05-27","3","3","3",NULL
"136334","2017-05-23","2017-05-23","1","1",NULL,"1"
"136359","2017-02-27","2017-05-27","5","5","1",NULL
"136451","2017-02-25","2017-05-27","10","10","2","5"
"136458","2017-02-28","2017-05-24","9","9",NULL,NULL
"136477","2017-03-13","2017-06-07","24","24","6","15"
"136508","2017-04-12","2017-06-05","3","3","1",NULL
"136578","2017-02-28","2017-06-02","17","17","2","3"
"136616","2017-02-28","2017-05-28","2","2","1",NULL
"136635","2017-03-01","2017-05-23","8","8","2","2"
"136700","2017-02-26","2017-05-28","20","20","6","6"
"136706","2017-02-28","2017-05-25","9","9","2","5"
"136710","2017-03-23","2017-06-05","4","4","3","1"
"136725","2017-03-22","2017-06-01","5","5","3",NULL
"136780","2017-05-23","2017-05-23","3","3",NULL,"2"
"136876","2017-02-27","2017-05-27","3","3","1",NULL
"136925","2017-02-26","2017-06-06","27","27","10","5"
"136960","2017-03-01","2017-06-05","18","18","2","8"
"136987","2017-03-28","2017-05-25","9","9","2","3"
"137060","2017-03-02","2017-06-06","11","11","1",NULL
"137069","2017-02-28","2017-05-26","6","6","1",NULL
"137071","2017-02-27","2017-06-03","16","16","3",NULL
"137451","2017-02-27","2017-06-08","18","18","1","2"
"137475","2017-03-16","2017-06-04","4","4","2",NULL
"137488","2017-03-14","2017-05-28","3","3","2","1"
"137612","2017-02-28","2017-06-06","12","12","1","2"
"137668","2017-03-10","2017-06-05","13","13",NULL,"2"
"137716","2017-02-28","2017-06-04","9","9","3",NULL
"137719","2017-02-28","2017-06-06","16","16","2","1"
"137731","2017-03-15","2017-05-31","12","12","1",NULL
"137807","2017-03-21","2017-06-07","3","3",NULL,NULL
"137827","2017-03-07","2017-06-01","9","9","5","1"
"137828","2017-03-24","2017-06-01","5","5","3","1"
"137870","2017-04-28","2017-05-31","3","3","1",NULL
"137916","2017-05-25","2017-05-25","1","1",NULL,NULL
"138004","2017-05-08","2017-05-27","2","2","2",NULL
"138056","2017-02-27","2017-05-26","12","12","1",NULL
"138076","2017-02-27","2017-05-30","14","14","7",NULL
"138097","2017-04-09","2017-05-30","4","4",NULL,"2"
"138164","2017-02-28","2017-05-25","5","5","1",NULL
"138165","2017-05-08","2017-05-28","4","4",NULL,"2"
"138175","2017-03-21","2017-05-29","10","10",NULL,"3"
"138192","2017-05-07","2017-05-27","2","2",NULL,NULL
"138230","2017-02-28","2017-05-26","7","7","3","2"
"138273","2017-02-28","2017-05-26","7","7","1","3"
"138321","2017-05-14","2017-05-27","3","3","1","1"
"138333","2017-03-02","2017-06-01","11","11","2","1"
"138360","2017-06-04","2017-06-04","1","1",NULL,NULL
"138377","2017-03-31","2017-06-02","2","2",NULL,"2"
"138382","2017-03-23","2017-05-26","4","4","2",NULL
"138417","2017-02-28","2017-06-06","16","16","1",NULL
"138487","2017-03-11","2017-05-27","2","2",NULL,"1"
"138494","2017-03-13","2017-05-27","6","6","3",NULL
"138559","2017-03-27","2017-05-28","7","7","2",NULL
"138610","2017-02-28","2017-05-23","3","3",NULL,NULL
"138670","2017-03-08","2017-05-26","9","9","3",NULL
"138692","2017-02-28","2017-05-27","3","3","1",NULL
"138723","2017-02-28","2017-05-25","17","17","4",NULL
"138733","2017-02-28","2017-05-25","9","9","3","1"
"138752","2017-02-28","2017-05-23","8","8",NULL,NULL
"138760","2017-02-28","2017-06-04","27","30","4","2"
"138761","2017-03-16","2017-06-06","10","11",NULL,NULL
"138794","2017-02-28","2017-05-31","12","12","3",NULL
"138807","2017-05-27","2017-05-27","1","1","1",NULL
"138816","2017-03-09","2017-05-27","4","4",NULL,"2"
"138944","2017-04-03","2017-06-05","18","21",NULL,NULL
"138994","2017-02-28","2017-06-04","23","23","1",NULL
"139165","2017-06-06","2017-06-06","1","1",NULL,NULL
"139223","2017-03-15","2017-05-27","7","7","1",NULL
"139368","2017-03-01","2017-05-29","5","5",NULL,NULL
"139405","2017-03-01","2017-05-27","14","14","1",NULL
"139523","2017-05-15","2017-05-28","2","2",NULL,"2"
"139536","2017-03-06","2017-06-05","8","8","4","1"
"139635","2017-03-21","2017-05-25","6","6","2","1"
"139753","2017-03-05","2017-05-27","8","8","3","1"
"139788","2017-03-01","2017-06-08","5","5",NULL,"5"
"139866","2017-03-01","2017-06-06","13","13","1",NULL
"139878","2017-03-07","2017-05-26","7","7","2","3"
"139898","2017-04-22","2017-05-25","2","2","2",NULL
"139981","2017-05-24","2017-05-24","1","1","1",NULL
"140132","2017-03-03","2017-06-07","8","8",NULL,NULL
"140137","2017-03-02","2017-06-06","4","4",NULL,NULL
"140180","2017-03-03","2017-05-26","8","8","2","1"
"140206","2017-03-04","2017-05-26","10","10","5","1"
"140259","2017-03-03","2017-05-25","18","18","2","5"
"140296","2017-06-02","2017-06-02","1","1",NULL,NULL
"140324","2017-05-29","2017-06-03","2","2",NULL,NULL
"140326","2017-04-24","2017-05-27","2","2","1",NULL
"140373","2017-03-06","2017-05-28","4","4","1","1"
"140485","2017-03-02","2017-05-27","3","3",NULL,NULL
"140506","2017-05-27","2017-05-27","3","3","2","1"
"140530","2017-03-02","2017-06-02","37","37","7","3"
"140533","2017-03-16","2017-05-25","11","11","4","3"
"140561","2017-06-07","2017-06-07","1","1",NULL,NULL
"140590","2017-03-07","2017-05-28","13","13","4","6"
"140665","2017-05-04","2017-05-25","5","5","1","1"
"140671","2017-03-12","2017-05-25","5","7","1","1"
"140814","2017-03-03","2017-05-28","4","4","1","1"
"140848","2017-03-03","2017-06-03","5","5",NULL,NULL
"140881","2017-04-21","2017-06-02","3","3","1",NULL
"140915","2017-03-19","2017-05-24","2","2",NULL,NULL
"140975","2017-03-17","2017-06-05","15","15","1","3"
"140990","2017-05-10","2017-06-01","4","4","2",NULL
"141015","2017-03-19","2017-06-05","4","4","1","3"
"141028","2017-03-27","2017-05-28","18","18","5","6"
"141039","2017-03-03","2017-05-30","10","10","3",NULL
"141067","2017-05-26","2017-05-26","1","1","1",NULL
"141120","2017-03-04","2017-05-27","10","10","3","1"
"141185","2017-03-23","2017-05-28","5","5","4","1"
"141186","2017-03-16","2017-06-01","2","2",NULL,NULL
"141368","2017-03-05","2017-05-23","28","28","6","2"
"141379","2017-03-12","2017-05-27","3","3",NULL,NULL
"141446","2017-03-03","2017-05-28","9","9","1",NULL
"141535","2017-04-09","2017-05-31","3","3","1",NULL
"141604","2017-03-30","2017-05-23","12","12","2","9"
"141651","2017-03-06","2017-06-07","18","18","4","5"
"141710","2017-04-19","2017-05-27","4","4","4",NULL
"141808","2017-03-04","2017-05-27","22","22","3","7"
"141849","2017-03-11","2017-06-01","8","8","1","2"
"141871","2017-03-13","2017-05-26","3","3","1",NULL
"141883","2017-03-04","2017-05-27","2","2","1",NULL
"141948","2017-03-23","2017-05-25","2","2","2",NULL
"141977","2017-03-05","2017-05-27","9","9","1","5"
"142096","2017-05-27","2017-05-27","1","1",NULL,"1"
"142098","2017-03-11","2017-06-07","12","12","1","2"
"142109","2017-05-27","2017-05-27","2","2",NULL,"2"
"142168","2017-03-05","2017-05-25","4","4","1","1"
"142188","2017-05-03","2017-05-26","3","6",NULL,"2"
"142327","2017-03-08","2017-06-08","6","6","2","1"
"142374","2017-03-06","2017-05-25","4","4","2",NULL
"142387","2017-03-05","2017-05-29","2","2","1",NULL
"142420","2017-03-05","2017-05-28","3","3",NULL,"2"
"142429","2017-03-13","2017-05-31","7","7","3","2"
"142486","2017-03-05","2017-06-04","19","19","7","9"
"142512","2017-03-08","2017-05-27","8","8","4","1"
"142550","2017-03-14","2017-06-04","2","2",NULL,NULL
"142627","2017-03-22","2017-05-25","12","12","1","2"
"142822","2017-06-04","2017-06-04","1","2",NULL,NULL
"142853","2017-05-30","2017-05-31","2","2",NULL,NULL
"142889","2017-03-06","2017-05-29","14","14","7","3"
"142964","2017-03-06","2017-05-27","7","7","3","3"
"142993","2017-03-06","2017-05-23","12","12","3",NULL
